numero,nome,url,tipos,altura_cm,peso_kg,proximas_evolucoes,habilidades
115,Kangaskhan,https://pokemondb.net/pokedex/kangaskhan,Normal,2.2 m (7′03″),80.0 kg (176.4 lbs),[],"[{'nome': 'Early Bird', 'desc': 'Awakens quickly from sleep.', 'efeito': 'The Pokémon awakens quickly from sleep.', 'url': 'https://pokemondb.net/ability/early-bird'}, {'nome': 'Scrappy', 'desc': 'Enables moves to hit Ghost-type foes.', 'efeito': 'Enables moves to hit Ghost-type Pokémon.', 'url': 'https://pokemondb.net/ability/scrappy'}, {'nome': 'Inner Focus', 'desc': 'Prevents flinching.', 'efeito': 'Inner Focus prevents the Pokémon from flinching, for example when attacked by a move like Headbutt.', 'url': 'https://pokemondb.net/ability/inner-focus'}, {'nome': 'Parental Bond', 'desc': 'Parent and child attack together.', 'efeito': 'Parental Bond allows the ability-bearer to attack twice. The second attack hits with 25% of the power, so in effect it is equivalent to a 25% boost to all attacks.', 'url': 'https://pokemondb.net/ability/parental-bond'}]"
116,Horsea,https://pokemondb.net/pokedex/horsea,Water,0.4 m (1′04″),8.0 kg (17.6 lbs),"[{'numero': 117, 'nome': 'Seadra', 'url': 'https://pokemondb.net/pokedex/seadra'}, {'numero': 230, 'nome': 'Kingdra', 'url': 'https://pokemondb.net/pokedex/kingdra'}]","[{'nome': 'Swift Swim', 'desc': 'Raises SPEED in rain.', 'efeito': ""Swift Swim doubles the ability-bearer's Speed during rain."", 'url': 'https://pokemondb.net/ability/swift-swim'}, {'nome': 'Sniper', 'desc': 'Powers up moves if they become critical hits.', 'efeito': 'Sniper increases the power of critical hits by 1.5×. This means a critical hit will deal 2.25× normal damage instead of 1.5×.', 'url': 'https://pokemondb.net/ability/sniper'}, {'nome': 'Damp', 'desc': 'Prevents self-destruction.', 'efeito': 'Damp prevents all Pokémon on the field from using the moves Selfdestruct and Explosion. It also prevents damage (to the Damp Pokémon only) from the ability Aftermath.', 'url': 'https://pokemondb.net/ability/damp'}]"
117,Seadra,https://pokemondb.net/pokedex/seadra,Water,1.2 m (3′11″),25.0 kg (55.1 lbs),"[{'numero': 230, 'nome': 'Kingdra', 'url': 'https://pokemondb.net/pokedex/kingdra'}]","[{'nome': 'Poison Point', 'desc': 'Poisons foe on contact.', 'efeito': 'Contact with the Pokémon may poison the attacker.', 'url': 'https://pokemondb.net/ability/poison-point'}, {'nome': 'Sniper', 'desc': 'Powers up moves if they become critical hits.', 'efeito': 'Sniper increases the power of critical hits by 1.5×. This means a critical hit will deal 2.25× normal damage instead of 1.5×.', 'url': 'https://pokemondb.net/ability/sniper'}, {'nome': 'Damp', 'desc': 'Prevents self-destruction.', 'efeito': 'Damp prevents all Pokémon on the field from using the moves Selfdestruct and Explosion. It also prevents damage (to the Damp Pokémon only) from the ability Aftermath.', 'url': 'https://pokemondb.net/ability/damp'}]"
118,Goldeen,https://pokemondb.net/pokedex/goldeen,Water,0.6 m (2′00″),15.0 kg (33.1 lbs),"[{'numero': 119, 'nome': 'Seaking', 'url': 'https://pokemondb.net/pokedex/seaking'}]","[{'nome': 'Swift Swim', 'desc': 'Raises SPEED in rain.', 'efeito': ""Swift Swim doubles the ability-bearer's Speed during rain."", 'url': 'https://pokemondb.net/ability/swift-swim'}, {'nome': 'Water Veil', 'desc': 'Prevents burns.', 'efeito': 'Prevents the Pokémon from getting a burn.', 'url': 'https://pokemondb.net/ability/water-veil'}, {'nome': 'Lightning Rod', 'desc': 'Draws electrical moves.', 'efeito': 'Lightning Rod forces all single-target Electric-type moves - used by any other Pokémon on the field - to target this Pokémon, and with 100% accuracy. This includes the status move Thunder Wave. The ability is most useful in double/triple battles.', 'url': 'https://pokemondb.net/ability/lightning-rod'}]"
119,Seaking,https://pokemondb.net/pokedex/seaking,Water,1.3 m (4′03″),39.0 kg (86.0 lbs),[],"[{'nome': 'Swift Swim', 'desc': 'Raises SPEED in rain.', 'efeito': ""Swift Swim doubles the ability-bearer's Speed during rain."", 'url': 'https://pokemondb.net/ability/swift-swim'}, {'nome': 'Water Veil', 'desc': 'Prevents burns.', 'efeito': 'Prevents the Pokémon from getting a burn.', 'url': 'https://pokemondb.net/ability/water-veil'}, {'nome': 'Lightning Rod', 'desc': 'Draws electrical moves.', 'efeito': 'Lightning Rod forces all single-target Electric-type moves - used by any other Pokémon on the field - to target this Pokémon, and with 100% accuracy. This includes the status move Thunder Wave. The ability is most useful in double/triple battles.', 'url': 'https://pokemondb.net/ability/lightning-rod'}]"
120,Staryu,https://pokemondb.net/pokedex/staryu,Water,0.8 m (2′07″),34.5 kg (76.1 lbs),"[{'numero': 121, 'nome': 'Starmie', 'url': 'https://pokemondb.net/pokedex/starmie'}]","[{'nome': 'Illuminate', 'desc': 'Encounter rate increases.', 'efeito': 'Illuminate has no effect in battle.', 'url': 'https://pokemondb.net/ability/illuminate'}, {'nome': 'Natural Cure', 'desc': 'Heals upon switching out.', 'efeito': 'All status problems heal when it switches out.', 'url': 'https://pokemondb.net/ability/natural-cure'}, {'nome': 'Analytic', 'desc': 'Boosts move power when the Pokémon moves last.', 'efeito': 'Boosts move power when the Pokémon moves last.', 'url': 'https://pokemondb.net/ability/analytic'}]"
121,Starmie,https://pokemondb.net/pokedex/starmie,"Water, Psychic",1.1 m (3′07″),80.0 kg (176.4 lbs),[],"[{'nome': 'Illuminate', 'desc': 'Encounter rate increases.', 'efeito': 'Illuminate has no effect in battle.', 'url': 'https://pokemondb.net/ability/illuminate'}, {'nome': 'Natural Cure', 'desc': 'Heals upon switching out.', 'efeito': 'All status problems heal when it switches out.', 'url': 'https://pokemondb.net/ability/natural-cure'}, {'nome': 'Analytic', 'desc': 'Boosts move power when the Pokémon moves last.', 'efeito': 'Boosts move power when the Pokémon moves last.', 'url': 'https://pokemondb.net/ability/analytic'}]"
122,Mr. Mime,https://pokemondb.net/pokedex/mr-mime,"Psychic, Fairy",1.3 m (4′03″),54.5 kg (120.2 lbs),"[{'numero': 866, 'nome': 'Mr. Rime', 'url': 'https://pokemondb.net/pokedex/mr-rime'}]","[{'nome': 'Soundproof', 'desc': 'Avoids sound-based moves.', 'efeito': 'Soundproof grants the Pokémon immunity to all sound-based moves, preventing all damage and effects.', 'url': 'https://pokemondb.net/ability/soundproof'}, {'nome': 'Filter', 'desc': 'Powers down supereffective moves.', 'efeito': 'Filter reduces the damage taken from super-effective attacks by 25%.', 'url': 'https://pokemondb.net/ability/filter'}, {'nome': 'Technician', 'desc': 'Powers up the Pokémon’s weaker moves.', 'efeito': 'Technician increases the power of moves - that are usually base power 60 or below - by 50%.', 'url': 'https://pokemondb.net/ability/technician'}, {'nome': 'Vital Spirit', 'desc': 'Prevents sleep.', 'efeito': 'Vital Spirit prevents the ability-bearer from falling asleep. This means that it also prevents the use of the move Rest.', 'url': 'https://pokemondb.net/ability/vital-spirit'}, {'nome': 'Screen Cleaner', 'desc': 'When the Pokémon enters a battle, the effects of Light Screen, Reflect, and Aurora Veil are nullified for both opposing and ally Pokémon.', 'efeito': 'Nullifies effects of Light Screen, Reflect, and Aurora Veil.', 'url': 'https://pokemondb.net/ability/screen-cleaner'}, {'nome': 'Ice Body', 'desc': 'The Pokémon regains HP in a hailstorm.', 'efeito': 'A Pokémon with Ice Body will recover 1⁄16 of its maximum HP during hail, after each turn. It also grants immunity to the hailstorm damage, if not already immune.', 'url': 'https://pokemondb.net/ability/ice-body'}]"
123,Scyther,https://pokemondb.net/pokedex/scyther,"Bug, Flying",1.5 m (4′11″),56.0 kg (123.5 lbs),"[{'numero': 212, 'nome': 'Scizor', 'url': 'https://pokemondb.net/pokedex/scizor'}, {'numero': 900, 'nome': 'Kleavor', 'url': 'https://pokemondb.net/pokedex/kleavor'}]","[{'nome': 'Swarm', 'desc': 'Ups BUG moves in a pinch.', 'efeito': ""Swarm increases the power of Bug-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/swarm'}, {'nome': 'Technician', 'desc': 'Powers up the Pokémon’s weaker moves.', 'efeito': 'Technician increases the power of moves - that are usually base power 60 or below - by 50%.', 'url': 'https://pokemondb.net/ability/technician'}, {'nome': 'Steadfast', 'desc': 'Raises Speed each time the Pokémon flinches.', 'efeito': 'Raises Speed each time the Pokémon flinches.', 'url': 'https://pokemondb.net/ability/steadfast'}]"
124,Jynx,https://pokemondb.net/pokedex/jynx,"Ice, Psychic",1.4 m (4′07″),40.6 kg (89.5 lbs),[],"[{'nome': 'Oblivious', 'desc': 'Prevents attraction.', 'efeito': 'Oblivious makes the Pokémon immune to gender-based moves and abilities, specifically Attract, Captivate and Cute Charm.', 'url': 'https://pokemondb.net/ability/oblivious'}, {'nome': 'Forewarn', 'desc': 'Determines what moves the foe has.', 'efeito': 'Determines what moves a foe has.', 'url': 'https://pokemondb.net/ability/forewarn'}, {'nome': 'Dry Skin', 'desc': 'Reduces HP if it is hot. Water restores HP.', 'efeito': 'Dry Skin causes several effects:', 'url': 'https://pokemondb.net/ability/dry-skin'}]"
125,Electabuzz,https://pokemondb.net/pokedex/electabuzz,Electric,1.1 m (3′07″),30.0 kg (66.1 lbs),"[{'numero': 466, 'nome': 'Electivire', 'url': 'https://pokemondb.net/pokedex/electivire'}]","[{'nome': 'Static', 'desc': 'Paralyzes on contact.', 'efeito': 'If a Pokémon with Static is hit by a move making contact, there is a 30% chance the foe will become paralyzed.', 'url': 'https://pokemondb.net/ability/static'}, {'nome': 'Vital Spirit', 'desc': 'Prevents sleep.', 'efeito': 'Vital Spirit prevents the ability-bearer from falling asleep. This means that it also prevents the use of the move Rest.', 'url': 'https://pokemondb.net/ability/vital-spirit'}]"
126,Magmar,https://pokemondb.net/pokedex/magmar,Fire,1.3 m (4′03″),44.5 kg (98.1 lbs),"[{'numero': 467, 'nome': 'Magmortar', 'url': 'https://pokemondb.net/pokedex/magmortar'}]","[{'nome': 'Flame Body', 'desc': 'Burns the foe on contact.', 'efeito': 'If a Pokémon with Flame Body is hit by a move that makes contact, there is a 30% chance the attacker will become burned.', 'url': 'https://pokemondb.net/ability/flame-body'}, {'nome': 'Vital Spirit', 'desc': 'Prevents sleep.', 'efeito': 'Vital Spirit prevents the ability-bearer from falling asleep. This means that it also prevents the use of the move Rest.', 'url': 'https://pokemondb.net/ability/vital-spirit'}]"
127,Pinsir,https://pokemondb.net/pokedex/pinsir,Bug,1.5 m (4′11″),55.0 kg (121.3 lbs),[],"[{'nome': 'Hyper Cutter', 'desc': 'Prevents ATTACK reduction.', 'efeito': ""Hyper Cutter prevents the bearer's Attack stat from being lowered by other Pokémon, through moves such as Growl or abilities such as Intimidate."", 'url': 'https://pokemondb.net/ability/hyper-cutter'}, {'nome': 'Mold Breaker', 'desc': 'Moves can be used regardless of abilities.', 'efeito': ""Mold Breaker prevents a target's ability from affecting moves that the Mold Breaker Pokémon uses. It only affects abilities that change the power, accuracy or other effects of moves."", 'url': 'https://pokemondb.net/ability/mold-breaker'}, {'nome': 'Moxie', 'desc': 'Boosts Attack after knocking out any Pokémon.', 'efeito': ""Moxie increases the user's Attack one stage upon fainting an opponent."", 'url': 'https://pokemondb.net/ability/moxie'}, {'nome': 'Aerilate', 'desc': 'Normal-type moves become Flying-type moves.', 'efeito': 'Aerilate causes all Normal-type attacking moves used by the Pokémon to become Flying-type, and increase in power by 20%.', 'url': 'https://pokemondb.net/ability/aerilate'}]"
128,Tauros,https://pokemondb.net/pokedex/tauros,Normal,1.4 m (4′07″),88.4 kg (194.9 lbs),[],"[{'nome': 'Intimidate', 'desc': 'Lowers the foe’s ATTACK.', 'efeito': ""Intimidate lower's the Attack of all opponents by one stage when the ability-bearer switches in (including the start of a battle)."", 'url': 'https://pokemondb.net/ability/intimidate'}, {'nome': 'Anger Point', 'desc': 'Raises Attack upon taking a critical hit.', 'efeito': ""Anger Point raises the ability-bearer's Attack to its maximum level - +6 stages or 4× usual power - when a move targeting it receives a critical hit."", 'url': 'https://pokemondb.net/ability/anger-point'}, {'nome': 'Sheer Force', 'desc': 'Removes added effects to increase move damage.', 'efeito': 'Sheer Force increases the power of moves that have beneficial secondary effects by 30%, but removes those additional effects.', 'url': 'https://pokemondb.net/ability/sheer-force'}, {'nome': 'Intimidate', 'desc': 'Lowers the foe’s ATTACK.', 'efeito': ""Intimidate lower's the Attack of all opponents by one stage when the ability-bearer switches in (including the start of a battle)."", 'url': 'https://pokemondb.net/ability/intimidate'}, {'nome': 'Anger Point', 'desc': 'Raises Attack upon taking a critical hit.', 'efeito': ""Anger Point raises the ability-bearer's Attack to its maximum level - +6 stages or 4× usual power - when a move targeting it receives a critical hit."", 'url': 'https://pokemondb.net/ability/anger-point'}, {'nome': 'Cud Chew', 'desc': 'When the Pokémon eats a Berry, it will regurgitate that Berry at the end of the next turn and eat it one more time.', 'efeito': 'Cud Chew causes the Pokémon to reuse an already consumed Berry at the end of the next turn.', 'url': 'https://pokemondb.net/ability/cud-chew'}, {'nome': 'Intimidate', 'desc': 'Lowers the foe’s ATTACK.', 'efeito': ""Intimidate lower's the Attack of all opponents by one stage when the ability-bearer switches in (including the start of a battle)."", 'url': 'https://pokemondb.net/ability/intimidate'}, {'nome': 'Anger Point', 'desc': 'Raises Attack upon taking a critical hit.', 'efeito': ""Anger Point raises the ability-bearer's Attack to its maximum level - +6 stages or 4× usual power - when a move targeting it receives a critical hit."", 'url': 'https://pokemondb.net/ability/anger-point'}, {'nome': 'Cud Chew', 'desc': 'When the Pokémon eats a Berry, it will regurgitate that Berry at the end of the next turn and eat it one more time.', 'efeito': 'Cud Chew causes the Pokémon to reuse an already consumed Berry at the end of the next turn.', 'url': 'https://pokemondb.net/ability/cud-chew'}, {'nome': 'Intimidate', 'desc': 'Lowers the foe’s ATTACK.', 'efeito': ""Intimidate lower's the Attack of all opponents by one stage when the ability-bearer switches in (including the start of a battle)."", 'url': 'https://pokemondb.net/ability/intimidate'}, {'nome': 'Anger Point', 'desc': 'Raises Attack upon taking a critical hit.', 'efeito': ""Anger Point raises the ability-bearer's Attack to its maximum level - +6 stages or 4× usual power - when a move targeting it receives a critical hit."", 'url': 'https://pokemondb.net/ability/anger-point'}, {'nome': 'Cud Chew', 'desc': 'When the Pokémon eats a Berry, it will regurgitate that Berry at the end of the next turn and eat it one more time.', 'efeito': 'Cud Chew causes the Pokémon to reuse an already consumed Berry at the end of the next turn.', 'url': 'https://pokemondb.net/ability/cud-chew'}]"
129,Magikarp,https://pokemondb.net/pokedex/magikarp,Water,0.9 m (2′11″),10.0 kg (22.0 lbs),"[{'numero': 130, 'nome': 'Gyarados', 'url': 'https://pokemondb.net/pokedex/gyarados'}]","[{'nome': 'Swift Swim', 'desc': 'Raises SPEED in rain.', 'efeito': ""Swift Swim doubles the ability-bearer's Speed during rain."", 'url': 'https://pokemondb.net/ability/swift-swim'}, {'nome': 'Rattled', 'desc': 'Some move types scare it and boost its Speed.', 'efeito': 'When a Pokémon with Rattled is hit by a Bug, Ghost or Dark type move, its Speed is raised one stage (up to the usual maximum of +6 stages).', 'url': 'https://pokemondb.net/ability/rattled'}]"
130,Gyarados,https://pokemondb.net/pokedex/gyarados,"Water, Flying",6.5 m (21′04″),235.0 kg (518.1 lbs),[],"[{'nome': 'Intimidate', 'desc': 'Lowers the foe’s ATTACK.', 'efeito': ""Intimidate lower's the Attack of all opponents by one stage when the ability-bearer switches in (including the start of a battle)."", 'url': 'https://pokemondb.net/ability/intimidate'}, {'nome': 'Moxie', 'desc': 'Boosts Attack after knocking out any Pokémon.', 'efeito': ""Moxie increases the user's Attack one stage upon fainting an opponent."", 'url': 'https://pokemondb.net/ability/moxie'}, {'nome': 'Mold Breaker', 'desc': 'Moves can be used regardless of abilities.', 'efeito': ""Mold Breaker prevents a target's ability from affecting moves that the Mold Breaker Pokémon uses. It only affects abilities that change the power, accuracy or other effects of moves."", 'url': 'https://pokemondb.net/ability/mold-breaker'}]"
