altura_cm,habilidades,nome,numero,peso_kg,proximas_evolucoes,tipos,url
1.3 m (4′03″),"[{'nome': 'Pressure', 'desc': 'Raises foe’s PP usage.', 'efeito': 'Pressure makes any attack targeted at the ability-bearer - regardless of whether it hits - use 2 PP instead of 1.', 'url': 'https://pokemondb.net/ability/pressure'}, {'nome': 'Unburden', 'desc': 'Raises Speed if a held item is used.', 'efeito': 'Raises Speed if a held item is used.', 'url': 'https://pokemondb.net/ability/unburden'}, {'nome': 'Poison Touch', 'desc': 'May poison targets when a Pokémon makes contact.', 'efeito': 'May poison targets when a Pokémon makes contact.', 'url': 'https://pokemondb.net/ability/poison-touch'}]",Sneasler,903,43.0 kg (94.8 lbs),,"Fighting, Poison",https://pokemondb.net/pokedex/sneasler
1.0 m (3′03″),"[{'nome': 'Cute Charm', 'desc': 'Infatuates on contact.', 'efeito': 'If a Pokémon with Cute Charm is hit by a move that makes contact, there is a 30% chance the attacker will become infatuated. It will not infatuate Pokémon of the same gender, genderless Pokémon, nor those with the ability Oblivious.', 'url': 'https://pokemondb.net/ability/cute-charm'}, {'nome': 'Pixilate', 'desc': 'Normal-type moves become Fairy-type moves.', 'efeito': 'Pixilate causes all Normal-type attacking moves used by the Pokémon to become Fairy-type, and increase in power by 20%.', 'url': 'https://pokemondb.net/ability/pixilate'}]",Sylveon,700,23.5 kg (51.8 lbs),,Fairy,https://pokemondb.net/pokedex/sylveon
0.4 m (1′04″),"[{'nome': 'Hydration', 'desc': 'Heals status problems if it is raining.', 'efeito': 'A Pokémon with Hydration will cure itself of any status conditions during rain, at the end of each turn. This includes self-inflicted conditions such as from using Rest.', 'url': 'https://pokemondb.net/ability/hydration'}, {'nome': 'Shell Armor', 'desc': 'Blocks critical hits.', 'efeito': 'Shell Armor prevents the Pokémon from receiving a critical hit.', 'url': 'https://pokemondb.net/ability/shell-armor'}, {'nome': 'Overcoat', 'desc': 'Protects the Pokémon from damage from weather.', 'efeito': 'Overcoat makes the Pokémon immune to residual damage from weather conditions (specifically Hail and Sandstorm).', 'url': 'https://pokemondb.net/ability/overcoat'}]",Shelmet,616,7.7 kg (17.0 lbs),"[{'numero': 617, 'nome': 'Accelgor', 'url': 'https://pokemondb.net/pokedex/accelgor'}]",Bug,https://pokemondb.net/pokedex/shelmet
1.3 m (4′03″),"[{'nome': 'Refrigerate', 'desc': 'Normal-type moves become Ice-type moves.', 'efeito': 'Refrigerate causes all Normal-type attacking moves used by the Pokémon to become Ice-type, and increase in power by 20%.', 'url': 'https://pokemondb.net/ability/refrigerate'}, {'nome': 'Snow Warning', 'desc': 'The Pokémon summons a hailstorm in battle.', 'efeito': 'Snow Warning creates a hailstorm when the ability-bearer enters battle. The effect lasts 5 turns, unless it is cleared via Air Lock or Cloud Nine or replaced by another weather condition.', 'url': 'https://pokemondb.net/ability/snow-warning'}]",Amaura,698,25.2 kg (55.6 lbs),"[{'numero': 699, 'nome': 'Aurorus', 'url': 'https://pokemondb.net/pokedex/aurorus'}]","Rock, Ice",https://pokemondb.net/pokedex/amaura
2.5 m (8′02″),"[{'nome': 'Strong Jaw', 'desc': 'The Pokémon’s strong jaw gives it tremendous biting power.', 'efeito': 'Strong Jaw increases the power of all biting moves by 50%.', 'url': 'https://pokemondb.net/ability/strong-jaw'}, {'nome': 'Rock Head', 'desc': 'Prevents recoil damage.', 'efeito': 'Protects the Pokémon from recoil damage.', 'url': 'https://pokemondb.net/ability/rock-head'}]",Tyrantrum,697,270.0 kg (595.2 lbs),,"Rock, Dragon",https://pokemondb.net/pokedex/tyrantrum
2.8 m (9′02″),"[{'nome': 'Intrepid Sword', 'desc': 'Boosts the Pokémon’s Attack stat when the Pokémon enters a battle.', 'efeito': 'Boosts Attack in battle.', 'url': 'https://pokemondb.net/ability/intrepid-sword'}, {'nome': 'Intrepid Sword', 'desc': 'Boosts the Pokémon’s Attack stat when the Pokémon enters a battle.', 'efeito': 'Boosts Attack in battle.', 'url': 'https://pokemondb.net/ability/intrepid-sword'}]",Zacian,888,110.0 kg (242.5 lbs),,Fairy,https://pokemondb.net/pokedex/zacian
1.8 m (5′11″),"[{'nome': 'Intimidate', 'desc': 'Lowers the foe’s ATTACK.', 'efeito': ""Intimidate lower's the Attack of all opponents by one stage when the ability-bearer switches in (including the start of a battle)."", 'url': 'https://pokemondb.net/ability/intimidate'}, {'nome': 'Frisk', 'desc': 'The Pokémon can check the foe’s held item.', 'efeito': ""The Pokémon can check a foe's held item."", 'url': 'https://pokemondb.net/ability/frisk'}, {'nome': 'Sap Sipper', 'desc': 'Boosts Attack when hit by a Grass-type move.', 'efeito': 'Boosts Attack when hit by a Grass-type move.', 'url': 'https://pokemondb.net/ability/sap-sipper'}]",Wyrdeer,899,95.1 kg (209.7 lbs),,"Normal, Psychic",https://pokemondb.net/pokedex/wyrdeer
1.8 m (5′11″),"[{'nome': 'Swarm', 'desc': 'Ups BUG moves in a pinch.', 'efeito': ""Swarm increases the power of Bug-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/swarm'}, {'nome': 'Sheer Force', 'desc': 'Removes added effects to increase move damage.', 'efeito': 'Sheer Force increases the power of moves that have beneficial secondary effects by 30%, but removes those additional effects.', 'url': 'https://pokemondb.net/ability/sheer-force'}, {'nome': 'Sharpness', 'desc': 'Powers up slicing moves.', 'efeito': 'Sharpness increases the power of all slicing moves by 50%.', 'url': 'https://pokemondb.net/ability/sharpness'}]",Kleavor,900,89.0 kg (196.2 lbs),,"Bug, Rock",https://pokemondb.net/pokedex/kleavor
1.1 m (3′07″),"[{'nome': 'Unnerve', 'desc': 'Makes the foe nervous and unable to eat Berries.', 'efeito': 'Makes the foe nervous and unable to eat Berries.', 'url': 'https://pokemondb.net/ability/unnerve'}, {'nome': 'As One', 'desc': 'This Ability combines the effects of both Calyrex’s Unnerve Ability and Glastrier’s/Spectrier’s Chilling Neigh/Grim Neigh Ability.', 'efeito': 'Combines Unnerve and Chilling Neigh/Grim Neigh', 'url': 'https://pokemondb.net/ability/as-one'}, {'nome': 'As One', 'desc': 'This Ability combines the effects of both Calyrex’s Unnerve Ability and Glastrier’s/Spectrier’s Chilling Neigh/Grim Neigh Ability.', 'efeito': 'Combines Unnerve and Chilling Neigh/Grim Neigh', 'url': 'https://pokemondb.net/ability/as-one'}]",Calyrex,898,7.7 kg (17.0 lbs),,"Psychic, Grass",https://pokemondb.net/pokedex/calyrex
1.6 m (5′03″),"[{'nome': 'Cute Charm', 'desc': 'Infatuates on contact.', 'efeito': 'If a Pokémon with Cute Charm is hit by a move that makes contact, there is a 30% chance the attacker will become infatuated. It will not infatuate Pokémon of the same gender, genderless Pokémon, nor those with the ability Oblivious.', 'url': 'https://pokemondb.net/ability/cute-charm'}, {'nome': 'Contrary', 'desc': 'Makes stat changes have an opposite effect.', 'efeito': 'Makes stat changes have an opposite effect.', 'url': 'https://pokemondb.net/ability/contrary'}, {'nome': 'Overcoat', 'desc': 'Protects the Pokémon from damage from weather.', 'efeito': 'Overcoat makes the Pokémon immune to residual damage from weather conditions (specifically Hail and Sandstorm).', 'url': 'https://pokemondb.net/ability/overcoat'}]",Enamorus,905,48.0 kg (105.8 lbs),,"Fairy, Flying",https://pokemondb.net/pokedex/enamorus
2.9 m (9′06″),"[{'nome': 'Dauntless Shield', 'desc': 'Boosts the Pokémon’s Defense stat when the Pokémon enters a battle.', 'efeito': 'Boosts Defense in battle.', 'url': 'https://pokemondb.net/ability/dauntless-shield'}, {'nome': 'Dauntless Shield', 'desc': 'Boosts the Pokémon’s Defense stat when the Pokémon enters a battle.', 'efeito': 'Boosts Defense in battle.', 'url': 'https://pokemondb.net/ability/dauntless-shield'}]",Zamazenta,889,210.0 kg (463.0 lbs),,Fighting,https://pokemondb.net/pokedex/zamazenta
0.7 m (2′04″),"[{'nome': 'Static', 'desc': 'Paralyzes on contact.', 'efeito': 'If a Pokémon with Static is hit by a move making contact, there is a 30% chance the foe will become paralyzed.', 'url': 'https://pokemondb.net/ability/static'}, {'nome': 'Limber', 'desc': 'Prevents paralysis.', 'efeito': 'The Pokémon is protected from paralysis.', 'url': 'https://pokemondb.net/ability/limber'}, {'nome': 'Sand Veil', 'desc': 'Ups evasion in a sandstorm.', 'efeito': ""Sand Veil raises the ability-bearer's evasion by 20% in a sandstorm. It also gives immunity to sandstorm damage (if they are not already protected by being Ground/Rock/Steel type)."", 'url': 'https://pokemondb.net/ability/sand-veil'}, {'nome': 'Mimicry', 'desc': 'Changes the Pokémon’s type depending on the terrain.', 'efeito': 'Changes type depending on the terrain.', 'url': 'https://pokemondb.net/ability/mimicry'}]",Stunfisk,618,11.0 kg (24.3 lbs),,"Ground, Electric",https://pokemondb.net/pokedex/stunfisk
2.4 m (7′10″),"[{'nome': 'Guts', 'desc': 'Ups ATTACK if suffering.', 'efeito': ""Guts raises the ability-bearer's Attack by 50% when inflicted by a major status ailment (poison, burn, paralysis, freeze or sleep). If burnt, the Pokémon does not suffer the usual drop in Attack."", 'url': 'https://pokemondb.net/ability/guts'}, {'nome': 'Bulletproof', 'desc': 'Protects the Pokémon from some ball and bomb moves.', 'efeito': 'Bulletproof makes the Pokémon immune to ball and bomb moves.', 'url': 'https://pokemondb.net/ability/bulletproof'}, {'nome': 'Unnerve', 'desc': 'Makes the foe nervous and unable to eat Berries.', 'efeito': 'Makes the foe nervous and unable to eat Berries.', 'url': 'https://pokemondb.net/ability/unnerve'}, {'nome': ""Mind's Eye"", 'desc': None, 'efeito': ""The Pokémon ignores changes to opponents' evasiveness, its accuracy can't be lowered, and it can hit Ghost types with Normal- and Fighting-type moves."", 'url': 'https://pokemondb.net/ability/minds-eye'}]",Ursaluna,901,290.0 kg (639.3 lbs),,"Ground, Normal",https://pokemondb.net/pokedex/ursaluna
1.0 m (3′03″),"[{'nome': 'Lingering Aroma', 'desc': 'Contact with the Pokémon changes the attacker’s Ability to Lingering Aroma.', 'efeito': ""Contact changes the attacker's Ability to Lingering Aroma."", 'url': 'https://pokemondb.net/ability/lingering-aroma'}, {'nome': 'Gluttony', 'desc': 'Encourages the early use of a held Berry.', 'efeito': 'A Pokémon with Gluttony will use a pinch berry when its HP drops to 50%, rather than the usual 25%.', 'url': 'https://pokemondb.net/ability/gluttony'}, {'nome': 'Thick Fat', 'desc': 'Heat-and-cold protection.', 'efeito': 'Thick Fat reduces the damage taken from Fire-type and Ice-type moves by 50%.', 'url': 'https://pokemondb.net/ability/thick-fat'}, {'nome': 'Aroma Veil', 'desc': 'Protects allies from attacks that limit their move choices.', 'efeito': 'Protects allies from attacks that limit their move choices.', 'url': 'https://pokemondb.net/ability/aroma-veil'}, {'nome': 'Gluttony', 'desc': 'Encourages the early use of a held Berry.', 'efeito': 'A Pokémon with Gluttony will use a pinch berry when its HP drops to 50%, rather than the usual 25%.', 'url': 'https://pokemondb.net/ability/gluttony'}, {'nome': 'Thick Fat', 'desc': 'Heat-and-cold protection.', 'efeito': 'Thick Fat reduces the damage taken from Fire-type and Ice-type moves by 50%.', 'url': 'https://pokemondb.net/ability/thick-fat'}]",Oinkologne,916,120.0 kg (264.6 lbs),,Normal,https://pokemondb.net/pokedex/oinkologne
0.3 m (1′00″),"[{'nome': 'Friend Guard', 'desc': 'Reduces damage done to allies.', 'efeito': 'Reduces damage done to allies.', 'url': 'https://pokemondb.net/ability/friend-guard'}, {'nome': 'Cheek Pouch', 'desc': 'Restores HP as well when the Pokémon eats a Berry.', 'efeito': ""Cheek Pouch restores the bearer's HP when a Berry is consumed, on top of the berry's usual effects."", 'url': 'https://pokemondb.net/ability/cheek-pouch'}, {'nome': 'Technician', 'desc': 'Powers up the Pokémon’s weaker moves.', 'efeito': 'Technician increases the power of moves - that are usually base power 60 or below - by 50%.', 'url': 'https://pokemondb.net/ability/technician'}, {'nome': 'Friend Guard', 'desc': 'Reduces damage done to allies.', 'efeito': 'Reduces damage done to allies.', 'url': 'https://pokemondb.net/ability/friend-guard'}, {'nome': 'Cheek Pouch', 'desc': 'Restores HP as well when the Pokémon eats a Berry.', 'efeito': ""Cheek Pouch restores the bearer's HP when a Berry is consumed, on top of the berry's usual effects."", 'url': 'https://pokemondb.net/ability/cheek-pouch'}, {'nome': 'Technician', 'desc': 'Powers up the Pokémon’s weaker moves.', 'efeito': 'Technician increases the power of moves - that are usually base power 60 or below - by 50%.', 'url': 'https://pokemondb.net/ability/technician'}]",Maushold,925,2.8 kg (6.2 lbs),,Normal,https://pokemondb.net/pokedex/maushold
1.6 m (5′03″),"[{'nome': 'Wandering Spirit', 'desc': 'The Pokémon exchanges Abilities with a Pokémon that hits it with a move that makes direct contact.', 'efeito': 'Swaps abilities with opponents on contact.', 'url': 'https://pokemondb.net/ability/wandering-spirit'}]",Runerigus,867,66.6 kg (146.8 lbs),,"Ground, Ghost",https://pokemondb.net/pokedex/runerigus
1.8 m (5′11″),"[{'nome': 'Light Metal', 'desc': 'Halves the Pokémon’s weight.', 'efeito': ""Light Metal halves the Pokémon's weight in battle. Decreasing weight affects these moves:"", 'url': 'https://pokemondb.net/ability/light-metal'}, {'nome': 'Heavy Metal', 'desc': 'Doubles the Pokémon’s weight.', 'efeito': ""Heavy Metal doubles the Pokémon's weight in battle. Increasing weight affects these moves:"", 'url': 'https://pokemondb.net/ability/heavy-metal'}, {'nome': 'Stalwart', 'desc': 'Ignores the effects of opposing Pokémon’s Abilities and moves that draw in moves.', 'efeito': 'Ignores moves and abilities that draw in moves.', 'url': 'https://pokemondb.net/ability/stalwart'}]",Duraludon,884,40.0 kg (88.2 lbs),"[{'numero': 1018, 'nome': 'Archaludon', 'url': 'https://pokemondb.net/pokedex/archaludon'}]","Steel, Dragon",https://pokemondb.net/pokedex/duraludon
0.3 m (1′00″),"[{'nome': 'Hunger Switch', 'desc': 'The Pokémon changes its form, alternating between its Full Belly Mode and Hangry Mode after the end of each turn.', 'efeito': ""Hunger Switch causes Morpeko to change its form each turn, alternating between Full Belly Mode and Hangry Mode. Morpeko's form also changes the type of its signature move, Aura Wheel."", 'url': 'https://pokemondb.net/ability/hunger-switch'}, {'nome': 'Hunger Switch', 'desc': 'The Pokémon changes its form, alternating between its Full Belly Mode and Hangry Mode after the end of each turn.', 'efeito': ""Hunger Switch causes Morpeko to change its form each turn, alternating between Full Belly Mode and Hangry Mode. Morpeko's form also changes the type of its signature move, Aura Wheel."", 'url': 'https://pokemondb.net/ability/hunger-switch'}]",Morpeko,877,3.0 kg (6.6 lbs),,"Electric, Dark",https://pokemondb.net/pokedex/morpeko
2.5 m (8′02″),"[{'nome': 'Power Spot', 'desc': 'Just being next to the Pokémon powers up moves.', 'efeito': 'Just being next to the Pokémon powers up moves.', 'url': 'https://pokemondb.net/ability/power-spot'}]",Stonjourner,874,520.0 kg (1146.4 lbs),,Rock,https://pokemondb.net/pokedex/stonjourner
1.4 m (4′07″),"[{'nome': 'Clear Body', 'desc': 'Prevents ability reduction.', 'efeito': 'Prevents other Pokémon from lowering its stats.', 'url': 'https://pokemondb.net/ability/clear-body'}, {'nome': 'Infiltrator', 'desc': 'Passes through the foe’s barrier and strikes.', 'efeito': 'Infiltrator ignores the effects of Reflect, Light Screen and Safeguard. In other words, if the opponent has used Safeguard, Toxic would still badly poison them.', 'url': 'https://pokemondb.net/ability/infiltrator'}, {'nome': 'Cursed Body', 'desc': 'May disable a move used on the Pokémon.', 'efeito': 'May disable a move used on the Pokémon.', 'url': 'https://pokemondb.net/ability/cursed-body'}]",Drakloak,886,11.0 kg (24.3 lbs),"[{'numero': 887, 'nome': 'Dragapult', 'url': 'https://pokemondb.net/pokedex/dragapult'}]","Dragon, Ghost",https://pokemondb.net/pokedex/drakloak
3.0 m (9′10″),"[{'nome': 'Sheer Force', 'desc': 'Removes added effects to increase move damage.', 'efeito': 'Sheer Force increases the power of moves that have beneficial secondary effects by 30%, but removes those additional effects.', 'url': 'https://pokemondb.net/ability/sheer-force'}, {'nome': 'Heavy Metal', 'desc': 'Doubles the Pokémon’s weight.', 'efeito': ""Heavy Metal doubles the Pokémon's weight in battle. Increasing weight affects these moves:"", 'url': 'https://pokemondb.net/ability/heavy-metal'}]",Copperajah,879,650.0 kg (1433.0 lbs),,Steel,https://pokemondb.net/pokedex/copperajah
